"LeagueIndex","Age","HoursPerWeek","TotalHours","APM","UniqueHotkeys","NumberOfPACs","GapBetweenPACs","ActionLatency","ActionsInPAC","UniqueUnitsMade"
5,21,28,1460,153.8316,4,0.0031012813,26.4371,54.6579,7.5,3
3,23,10,300,97.0914,4,0.0037352419,55.2,61.1049,4.2308,6
5,16,14,700,154.7772,5,0.004147919,20.932,48.8426,6.3559,10
4,23,20,900,90.8352,5,0.0031322433,41.0251,65.28,4.62,5
5,24,10,800,130.5954,4,0.0041786984,24.2267,48.5581,5,7
6,26,36,1100,157.7322,6,0.0056928219,28.3187,40.4829,4.0384,10
5,24,6,500,112.7994,5,0.0042196711,34.2435,51.25,4.1544,5
4,21,20,200,68.9058,0,0.0037596627,36.939,62.5234,3.3832,6
3,36,4,300,104.289,1,0.0029964869,30.1965,64.5287,6.3966,4
3,23,12,600,110.706,5,0.003133393,43.904,66.3492,5.4365,5
6,18,10,600,134.835,6,0.002677702,34.7156,55.2364,8.4091,5
6,27,8,600,144.5856,7,0.0047496253,28.5209,50.7471,4.6334,9
6,17,10,700,290.1222,5,0.0069393781,17.9348,27.5645,5.5257,10
4,23,2,150,133.3014,2,0.0036330997,23.1181,49.051,6.0275,6
6,26,42,750,180.36,7,0.0048013918,21.3113,48.3671,4.4118,6
4,18,10,1000,133.4052,2,0.0040353636,38.1594,51.9284,5.5189,9
5,20,28,1460,126.015,5,0.0035638509,33.6894,48.6202,6.0744,8
5,24,42,730,164.9838,4,0.0034025989,24.3636,51.4568,7.4198,7
5,22,12,360,97.3206,6,0.0043843475,42.0328,54.8411,3.4182,9
3,22,10,500,73.4838,7,0.0035090996,54.7023,73.3536,3.0418,7
4,19,28,240,102.4092,5,0.0031866597,35.0897,48.0822,5.2808,6
6,20,20,1100,88.8582,6,0.0038593188,35.2622,54.6962,4.1818,9
5,22,10,600,236.265,3,0.0054446461,38.969,40.1905,4.5214,7
6,21,42,1400,144.5412,5,0.0040220055,34.2248,58.0575,4.2845,5
5,23,16,500,100.5564,2,0.0033766063,35.0049,67.9417,4.7524,7
6,18,70,1200,202.3992,6,0.0052626803,32.7084,39.1379,5.7866,8
6,16,60,1000,134.5302,3,0.0036728914,22.6182,50.506,6.6566,6
4,30,12,500,136.3038,4,0.0035167927,27.8245,58.825,5.8563,6
5,18,24,900,112.692,5,0.0042634442,41.5062,64.4172,3.1779,5
6,20,10,650,194.1546,7,0.0057118317,18.5311,33.8346,4.9135,7
4,19,12,500,132.1308,3,0.003338302,37.8131,62.586,5.3116,8
5,21,24,1460,121.8,2,0.0026455026,32.2151,81.1915,7.0319,5
2,25,4,150,119.1336,3,0.002146418,70.3913,76.043,7.7419,5
5,20,2,400,122.9772,8,0.0035269029,35.2897,47.5349,5.7023,7
6,16,4,650,249.1632,5,0.0056389786,33.1155,32.5056,4.4803,7
2,18,14,250,110.742,3,0.0046609827,26.2203,46.8133,4.33,9
4,25,16,500,175.0602,5,0.0033612759,14.2114,47.0607,9.2713,6
6,18,12,350,192.282,3,0.0064559686,21.473,30.5556,4.6176,5
4,23,24,650,227.2272,3,0.0037736108,45.781,48.3716,5.6612,9
5,19,28,2400,150.5922,2,0.0033252721,25.5198,65.3333,7.7394,8
4,23,20,900,88.1538,0,0.0026885427,65.9871,74.1795,5.6731,4
6,24,20,1000,125.1288,7,0.0051138281,30.0839,45.8325,4.1079,7
6,18,6,350,137.3178,6,0.0040617665,27.1023,49.4618,5.2805,6
4,25,24,700,106.3242,6,0.0039224158,37.8023,52.8464,4.9217,7
6,24,56,1200,169.5282,6,0.0038933715,36.5028,50.1058,5.9276,7
6,27,4,250,161.5758,10,0.0055731356,25.8599,37.2119,4.678,8
5,23,30,3257,187.4922,6,0.0048936543,25.3752,37.5104,5.9119,6
4,24,8,50,95.0334,5,0.0030678398,48.3788,73.3434,5.4868,6
6,24,14,730,237.2724,5,0.0062407807,18.7517,32.1545,5.0955,6
4,29,20,1000,147.7188,7,0.0031796795,25.7623,63.4451,8.1214,8
6,17,12,600,128.151,7,0.0044495629,41.0619,52.1529,4.0088,5
4,31,30,400,77.67,5,0.0048991075,39.1563,56.9505,2.7896,7
4,23,16,450,61.3698,1,0.0037661406,53.863,55.8639,2.8231,4
7,24,20,1000,211.9686,8,0.0045640628,10.2857,34.5818,7.2364,3
5,23,10,730,125.5248,5,0.0044307512,36.32,53.8808,3.7616,6
3,23,8,600,71.5272,5,0.0032340311,32.1333,80.0996,4.0332,4
6,20,28,1200,122.4426,6,0.0041067997,50.648,53.961,4.2201,5
5,21,42,1500,126.4566,5,0.0042717025,30.5521,54.0987,4.7688,5
4,30,28,1000,119.3772,3,0.0040279563,34.1633,49.3311,4.9168,6
6,18,4,208,161.0358,7,0.0040822072,37.6,49.6453,5.9778,7
3,18,16,120,92.2134,6,0.0028634987,55.5353,78.0826,4.0455,7
4,17,24,1000,97.5594,3,0.0030834145,49.3887,70.8872,4.0075,7
4,20,16,1300,141.3726,3,0.0044405969,49.4607,53.8569,5.5063,11
4,34,96,400,56.8584,1,0.0015297717,47.6078,129.8462,6.9038,5
6,22,56,1500,118.122,6,0.0039704849,48.8711,49.7345,4.1726,3
5,21,2,700,110.1162,5,0.0038208637,30.924,53.8837,4.9884,7
4,25,10,600,119.9988,5,0.0027333431,35.2703,81.0201,7.4832,5
4,20,14,100,115.002,3,0.0026864214,38.5954,68.1818,6.5985,4
5,17,10,1000,71.6916,4,0.0032252729,42.0429,82.7009,3.9017,7
6,23,24,1196,202.0194,3,0.0034712675,19.9005,44.3564,7.3663,8
6,21,24,300,105.5328,6,0.0044346501,26.2623,47.3538,4.0041,9
3,30,6,150,67.0104,6,0.0025274852,65.2977,91.0418,4.2319,5
3,30,12,200,94.416,3,0.002566851,26.8889,74.022,5.956,5
3,24,28,1400,193.3422,4,0.0021398296,27.0725,85.6923,8.3125,8
6,21,28,1095,219.4398,10,0.0045577211,19.0363,35.7632,6.0987,6
7,21,14,550,175.0908,7,0.0031976977,26.6667,45.225,6.6375,3
6,23,12,900,95.9028,3,0.003575749,40.48,56.5373,4.1294,6
1,20,24,1870,67.9392,7,0.002705654,25.8739,79.4619,4.6323,6
3,25,4,300,105.0876,1,0.0028701908,22.6071,76.64,6.5733,6
6,19,20,800,169.1322,3,0.0026680127,19.5374,49.5135,9.3649,5
4,22,6,1000,92.3982,4,0.004004741,41.2432,52.7892,3.991,6
4,22,12,450,71.6274,2,0.0016763664,28.9231,110.566,7.566,3
3,17,20,400,132.8898,5,0.0033467202,35.933,62.4444,6.3167,6
6,29,28,1400,134.9532,7,0.0037827614,17.0404,51.4821,6.0893,8
2,24,24,600,78.1326,6,0.0035934039,38.268,58.4795,3.3288,6
6,22,12,700,126.9048,6,0.0029200186,34.4,48.6358,6.7086,4
4,22,2,1000,118.6578,5,0.0034458994,46.3012,55.5077,5.2423,6
6,20,24,1000,116.5674,5,0.0038951362,24.7018,37.4957,4.9652,5
4,19,8,450,75.0432,0,0.0017815496,94.1481,127.9273,7.4364,4
4,26,24,990,249.021,5,0.0036711017,43.7778,65.547,3.9006,7
5,21,10,2000,159.3642,8,0.0046154759,28.5411,45.3698,5.3441,10
5,23,16,800,118.2726,2,0.0040892709,26.9318,48.7006,4.3503,4
6,26,12,730,152.0964,6,0.0032105362,25.348,59.3431,6.0876,5
4,18,10,500,191.115,5,0.0049900859,36.4425,47.5762,4.6004,7
4,24,10,500,130.4184,4,0.0034025339,46.5589,57.9447,5.1014,6
5,26,36,1800,155.8764,8,0.0043359303,17.126,40.0214,5.7219,8
5,21,8,1000,144.6954,2,0.0040524655,33.5632,48.626,6.0725,6
4,21,42,800,86.3022,2,0.0026444548,22.8673,72.4053,6.0176,7
2,23,10,500,91.8972,2,0.003190452,42.7867,69.3688,5.0199,7
6,21,24,800,129.822,5,0.0037115894,19.9844,49.0698,6.0465,5
5,25,8,400,159.4872,4,0.0030877175,22.9231,50.4681,8.4383,5
2,28,6,200,50.8674,0,0.0020009557,46.1053,98.0896,4.7836,7
2,22,8,150,74.6136,2,0.0034621232,47.0622,61.1647,3.864,8
1,25,10,500,46.599,3,0.0023199209,33.4545,90.623,3.8934,5
4,31,8,500,112.8882,5,0.0032568394,59.2587,60.7538,5.3192,7
5,26,4,100,111.9732,5,0.0042317957,42.8692,57.0871,4.536,9
3,24,8,600,105.7434,6,0.0029997945,44.1375,65.3014,5.9349,7
6,31,8,700,66.9918,3,0.0029250457,17.5158,63.5,4.25,5
3,29,12,730,122.3328,3,0.0036940711,22.675,62.3427,5.838,7
6,21,12,950,230.0343,4,0.0027464479,32.2162,50.1867,9.3867,2
5,18,42,470,108.0024,2,0.0037765852,16.6601,51.9211,4.9211,9
6,19,14,800,223.8966,6,0.0045445209,23.6374,45.5141,4.709,9
4,24,28,2100,211.7124,4,0.0023801231,63.6049,65.7561,7.4878,4
5,18,10,800,190.323,4,0.003643459,23.4857,44.2085,7.4028,5
3,18,24,700,123.9654,1,0.0034112402,41.791,54.9307,6.1584,7
6,17,30,1200,131.8434,5,0.004640127,25.3357,42.9459,4.6841,9
5,22,12,800,128.9214,5,0.004180602,32.7022,50.7375,4.6094,6
4,27,16,500,119.5536,4,0.0039888648,35.4554,54.4543,4.4426,5
6,26,8,200,124.0722,8,0.0044080314,41.7008,47.1414,4.8246,7
3,22,6,400,93.1896,6,0.0025902738,43.8462,88.034,4.6766,7
2,17,4,300,62.4618,4,0.0029115725,49.9455,80.2534,3.7602,4
5,27,4,100,159.1386,5,0.0037482508,27.7143,54.8267,5.5467,6
4,17,20,1000,154.2318,4,0.0033603957,20.5141,54.64,6.208,5
6,18,2,600,154.848,5,0.0042965356,31.8608,47.6714,6.0363,10
4,18,20,700,129.2106,4,0.0025813678,28.19,60.0798,9.404,7
4,21,14,450,177.4398,3,0.0044993701,21.7391,46.2667,5.7333,6
5,19,10,699,88.5342,2,0.0034602802,41.9268,62.0121,3.8909,5
5,16,2,500,137.5188,5,0.0043086455,36.4852,55.4248,5.1699,7
6,19,12,700,198.8142,7,0.0061172931,19.7488,33.2622,4.5963,7
5,20,8,500,185.889,6,0.0038727389,29.9048,45.6203,5.443,7
4,20,10,700,121.1148,4,0.0049729943,38.354,44.2296,3.6711,7
5,23,16,600,122.604,6,0.0039626119,43.0267,59.1495,4.8505,8
6,22,24,850,155.7354,5,0.0048680683,39.9855,43.9275,4.1775,4
2,22,6,400,71.088,8,0.0024464467,35.8528,75.4878,5.3963,7
5,20,28,350,171.3756,3,0.0044092104,27.0785,46.6768,5.0025,9
5,25,12,730,88.0242,7,0.0038842134,27.7493,61.7143,3.6577,8
5,27,4,400,96.4746,2,0.0030082098,48.3347,65.9552,5.6802,11
6,24,4,300,147.3534,6,0.0048594971,26.4039,40.7005,4.6546,8
6,18,6,800,134.652,2,0.0035293174,28.4571,48.9773,6.9659,4
5,21,10,350,120.2352,7,0.0044224653,32,56.6995,4.4557,8
4,19,16,500,165.582,7,0.0044002943,26.2714,46.6622,5.7893,9
5,23,42,2000,147.417,7,0.0055225149,23.5465,44.5983,4.8665,9
6,23,8,1000,100.2276,8,0.0029339556,42.7097,70.4828,5.9195,10
6,21,10,750,143.862,7,0.0037213339,29.1206,48.3392,5.7915,6
1,19,2,340,41.2572,1,0.0020034024,83.9101,117.0279,3.7318,6
4,23,24,900,93.3078,4,0.0036015315,45.9387,63.5335,3.7973,7
5,37,18,1000,123.4098,7,0.0024285633,13.2471,70.5965,9.3509,7
6,16,28,4000,350.4114,5,0.0029649072,34.876,56.3279,7.7049,6
4,21,8,100,142.4628,3,0.0032848301,18.7667,49.2562,6.1322,6
6,21,42,1300,122.5092,7,0.0031013691,28.352,64.5896,6.1275,4
5,20,10,650,86.0322,6,0.0035352755,50.3342,62.9617,3.918,7
4,18,12,300,84.1884,4,0.0038727581,36.4718,57.8503,3.5187,9
1,29,8,1000,54.4284,0,0.001489118,45.3023,109.1385,7.0846,6
5,20,24,1500,77.3274,6,0.0031805734,36.6667,65.4169,4.4687,10
3,27,8,100,76.3044,3,0.0034523714,32.0234,63.5335,6.0175,7
6,19,24,1800,159.324,4,0.0041201855,21.6201,44.3454,6.4178,9
5,19,24,1500,90.435,4,0.0038584353,35.5692,52.705,4.1303,9
1,26,12,336,64.0734,5,0.00373826,41.2486,58.5014,3.168,8
5,16,42,900,137.5206,5,0.0039432177,36.6729,58.1767,4.3395,3
3,19,24,80,100.2066,4,0.0033045247,36.9825,58.8531,5.6224,8
4,21,16,1344,165.5502,6,0.0026239669,51.5731,75.0079,8.3228,6
5,17,6,400,140.6124,10,0.0035249787,28.3228,52.1149,7.3563,8
1,22,4,250,89.064,5,0.0036943975,46.3784,58.8687,3.7306,6
5,17,10,750,114.4662,3,0.0033906546,35.4091,61.7208,5.7208,7
4,21,10,800,150.7878,5,0.0042806992,24.4361,50.4686,5.6046,9
6,24,16,750,126.087,4,0.0044678358,28.0469,45.8361,4.7658,7
5,25,2,400,134.8398,10,0.0043187324,35.5023,50.6575,5.4,7
3,18,16,400,83.2962,0,0.0024537852,38.7387,65.6861,5.6592,7
5,20,28,1500,138.5826,3,0.0034634761,23.4102,61.0374,7.016,11
4,27,12,360,114.99,5,0.0042159869,36.4407,51.4503,3.5497,7
5,25,24,240,152.7906,6,0.0046073037,40.8,46.5233,5.1194,10
6,22,20,400,170.8218,2,0.0047473599,24.09,46.414,4.7556,8
6,19,12,520,136.6374,4,0.0040322581,39.681,59.5102,4.4367,7
6,20,8,600,164.346,6,0.004273004,31.0206,45.0868,5.5776,6
3,20,6,1000,61.314,3,0.0032648489,54.437,85.6736,3.3598,6
6,23,12,500,130.4244,8,0.0045378698,44.8539,44.9058,4.9148,9
5,18,24,1000,202.89,6,0.0039793745,30.6714,46.1268,6.1373,5
4,23,10,400,94.395,1,0.0033492973,48.2904,60.7664,4.9393,10
5,26,16,1000,94.0056,4,0.0028925842,47.2523,70.8837,4.986,6
4,23,20,300,104.7984,3,0.0034393461,41.6401,53.7529,5.6353,6
3,23,10,730,122.8854,2,0.003377693,25.5904,58.1862,6.7538,8
5,21,14,750,83.2566,3,0.0030941409,36.086,64.8936,4.4255,4
4,26,8,850,98.031,3,0.0025357243,41.9333,65.9227,7.6685,5
4,24,12,2250,136.0566,4,0.0032090199,31.6735,54.5405,6.25,5
6,21,10,1500,111.024,4,0.0032614047,35.7215,67.673,6.1384,5
4,17,14,900,156.8736,2,0.0041263044,35.3434,54.1259,5.4836,8
4,24,6,550,61.953,0,0.0021178962,53.5808,84.9286,5.5595,9
1,17,4,24,48.879,8,0.0023856795,55.973,105.0201,3.8255,6
5,16,36,1000,173.4774,4,0.00415718,20.2941,46.5428,5.9144,5
2,22,16,300,64.7028,4,0.002309623,84.2093,85.8266,4.9942,8
5,21,18,1000,104.0502,5,0.0030792187,29.646,67.0837,6.0793,8
5,18,28,1200,106.752,4,0.0037698413,40.662,49.4035,4.6947,3
4,20,12,450,117.111,8,0.0047157075,27.4016,47.3865,4.1636,9
6,21,16,800,263.7198,10,0.0043047783,23.5125,39.6714,6.3429,8
5,23,6,700,134.6478,7,0.0049752411,23.745,46.4151,4.5601,10
4,28,14,730,104.4084,5,0.0027523889,63.2381,69.8113,5.5189,4
4,23,14,150,83.2944,2,0.0030530238,52.3985,64.7647,4.2353,6
4,16,12,500,78.9924,3,0.0027368659,28.601,72.9072,4.7216,7
5,21,20,730,139.5462,5,0.0035001628,35.4,60.9834,7.0598,6
4,28,4,950,150.258,7,0.0037181578,29.0995,61.5875,5.6632,7
2,19,20,12,57.1536,5,0.003189934,61.4216,81.3611,3.0174,7
1,21,10,500,73.1424,1,0.0021081048,70.7246,83.0216,6.4173,5
4,25,2,400,82.203,4,0.0026557565,50.449,64.1351,5.3311,5
3,21,6,300,134.6472,8,0.0039408867,22.8972,49.82,5.67,8
4,24,20,730,123.462,0,0.0031649972,31.0147,64.8059,6.2418,6
3,22,14,80,52.8882,6,0.0015582758,35.3659,103.5181,5.0241,5
5,27,24,900,117.4518,7,0.003496194,59.8274,60.8101,5.9063,10
5,18,10,450,98.8128,2,0.0033263962,56.1028,70.8923,4.6436,8
5,27,20,720,135.273,9,0.0036601975,19.7576,55.1907,6.6256,7
3,16,6,600,101.0802,3,0.0028897938,37.44,57.6818,6.4034,6
2,22,6,500,97.632,6,0.0024074739,55.5489,92.7463,5.8358,5
4,21,2,255,84.5652,4,0.0034242097,54.0383,75.8759,4.1551,10
6,25,28,2500,184.2786,6,0.0033510775,25.2885,50.1053,7.3589,6
3,25,10,100,124.8396,8,0.0031786468,33.5507,66.1661,5,9
7,26,36,1300,188.5512,5,0.0053712443,23.0188,37.9249,4.8863,7
4,19,8,400,96.9822,5,0.0041847612,37.7021,51.9623,4.1038,7
5,21,10,430,122.2194,6,0.0040857691,22.2723,50.5274,5.0914,6
3,20,12,400,110.7282,2,0.0036986003,56.0393,57.4804,4.8113,9
6,23,24,1500,140.178,5,0.0035121869,21.629,55.3414,6.2892,7
3,22,20,60,94.7502,5,0.0034122018,43.4138,56.1948,5.1232,7
4,20,20,1000,109.8432,7,0.0030657214,29.2775,68.6875,6.2812,5
5,17,28,400,174.5022,6,0.0028811161,37.8118,60.8889,5.4854,4
6,18,20,1500,136.7148,5,0.0037787276,23.9506,58.459,5.1107,6
5,17,28,1500,176.5986,2,0.0039110325,38.9804,53.1478,5.7457,8
5,20,8,300,123.3264,6,0.0033859822,25.1462,66.2974,5.2974,6
4,17,12,250,122.6952,3,0.003998296,47.8171,64.6758,5.1568,11
6,19,14,950,225.9114,6,0.0047876045,30.3587,38.7273,6.4758,6
2,17,4,350,92.1114,5,0.0028311249,41.7824,62.6598,5.1031,7
4,18,20,980,156.0378,9,0.0033931699,35.027,54.2796,7.2473,6
4,18,20,750,148.923,2,0.0030169076,42.9677,61.7968,6.5027,7
2,24,36,450,85.9146,10,0.0034626039,84.6823,64.3867,4.3,7
4,24,12,2000,120.1476,5,0.0033653316,26.6116,60.7541,6.2951,5
7,17,6,1100,159.2238,4,0.0048328588,17.9333,36.4181,5.323,7
4,23,28,500,80.6748,3,0.0040619686,45.0428,64.5581,3.0155,7
6,20,28,1000,214.4652,7,0.0030855092,33.424,68.5896,6.6375,7
3,21,18,450,75.1692,1,0.0012927605,27.9216,85.2308,10.5962,3
2,24,4,120,74.7108,7,0.0030394824,57.1701,71.6068,4.0576,9
2,25,4,150,37.5,2,0.0011954718,44.5,102.449,5.7143,3
5,23,30,2000,190.5432,8,0.0049319221,22.4141,41.1184,5.403,7
6,22,16,1000,112.9194,2,0.0037949579,32.9673,53.2462,4.2211,11
3,31,4,300,88.9254,3,0.003740267,42.791,60.2528,3.8439,5
3,19,12,620,96.867,2,0.0026136958,38.1931,75.5231,7.4885,8
4,25,8,200,74.6772,8,0.0030656039,34.1423,73.4333,3.8458,8
5,28,8,750,179.0754,4,0.0048393707,30.7276,39.355,6.2541,7
3,20,28,300,83.8716,1,0.0016389604,58.7952,89.9524,8.5833,5
4,16,28,850,131.3802,5,0.0033512676,46.6212,68.0136,4.7585,6
4,23,2,200,116.3904,6,0.0030392571,18.4336,67.1111,6.3542,5
4,31,12,600,63.9486,6,0.0023332904,52,83.8897,4.7448,7
2,20,20,30,67.2546,6,0.0033974292,73.6641,71.9588,3.4356,8
3,19,12,600,140.1918,4,0.0047299249,32.4054,46.7634,5.0668,10
4,20,8,500,149.3934,5,0.0044238976,46.2194,45.2347,5.0257,7
4,22,14,800,135.2832,5,0.0040010824,21.7476,47.285,6.2319,6
4,21,8,200,96.9408,4,0.0031209174,50.2412,73.1163,5.7132,9
3,25,4,360,64.6458,3,0.0031754205,43.2868,78.3629,3.4402,8
5,18,28,1400,139.827,2,0.0036902185,52.4885,50.3848,6.3524,9
3,21,20,160,90.9126,2,0.0020979755,32.9114,98.65,7.35,4
2,21,8,415,66.1422,6,0.0017817065,39.6343,128.0331,6.6851,4
4,32,20,730,58.8156,4,0.0028319837,45.1137,75.8438,3.8945,9
5,21,20,500,120.3672,3,0.0045467024,40.0152,61.2226,4.6642,6
2,18,14,300,108.2226,4,0.0023937453,50.029,81.6691,5.0216,3
6,18,28,2400,102.4656,4,0.0032998258,23.9907,61.3241,5.169,10
2,33,8,120,55.1292,1,0.0018867925,53.1271,95.9341,4.8736,8
2,27,10,150,95.8944,0,0.0019626722,45.7975,85.8113,9.5094,9
4,16,28,800,129.1212,7,0.0042371401,48.8347,53.2701,4.3649,7
4,18,10,200,54.2802,1,0.0018314281,41.5556,95.3846,5.1319,3
3,19,12,1000,125.2326,4,0.0018805409,96.7711,90.3333,6.631,4
2,20,10,100,61.0146,0,0.0032525614,63.6318,79.1167,3.5583,4
5,21,12,800,75.9108,3,0.0036907677,40.4499,60.1268,3.8293,10
1,21,24,150,100.7034,5,0.0038769921,33.9957,56.6894,4.5702,8
5,24,8,750,98.5464,5,0.0026125299,19.549,75.3951,6.5366,9
6,23,8,500,124.1724,7,0.0050922658,24.1886,46.9208,4.0495,9
4,26,8,500,91.968,3,0.0033928485,26.3915,58.7518,4.4858,8
5,21,8,250,167.1306,5,0.0039893617,32.4675,57.4887,4.301,6
4,22,6,500,109.9542,5,0.0032495667,38.5439,67.7333,5.5792,7
4,18,28,1000,178.7328,8,0.0042827185,24.8221,56.2414,7.1759,11
5,19,28,400,134.2224,6,0.004417913,35.8435,50.2146,3.9195,7
5,22,12,500,124.011,4,0.0038751619,23.4251,56.7522,5.3463,10
5,27,10,700,222.7338,6,0.0035114792,21.6449,41.5516,9.1076,6
3,20,6,250,83.9088,5,0.0034899953,24.7866,62.2167,4.4833,7
6,17,24,1320,147.9558,2,0.0039275208,28.24,47.4263,5.5458,4
6,17,8,800,119.8326,3,0.0038186746,24.5182,52.6613,5.2218,5
6,26,16,900,202.5648,7,0.0028919027,20.1732,57.6897,8.5905,7
6,25,20,750,149.1078,3,0.0039312367,37.0194,49.5593,5.8232,8
3,39,12,450,53.769,6,0.002670342,52.6504,88.8387,3.8145,5
3,16,8,800,208.95,3,0.0027704668,38.2594,61.0167,7.3917,9
5,18,6,150,153.8304,5,0.0053090508,19.7583,38.3534,4.8378,8
5,21,10,700,105.8532,3,0.0039669476,48.9861,51.3693,4.4094,10
6,23,14,1000,107.454,4,0.0032085343,21.7949,55.1083,5.6242,6
5,20,8,250,108.4212,5,0.0040631217,43.1518,59.361,4.1494,7
4,23,10,150,77.0478,4,0.0040707878,38.9398,61.6766,3.2575,5
6,18,36,1000,290.6184,5,0.0027145127,23.358,38.6341,9.4146,5
5,19,4,550,132.8766,4,0.0038984973,39.1354,60.1455,5.0442,9
4,31,4,700,55.2216,9,0.0028419254,70.4421,75.2168,3.2028,11
6,16,42,1000,200.589,6,0.0045921615,40.5459,44.3564,4.2748,5
1,21,20,125,60.594,1,0.0015505593,68.8727,134.2857,7.2321,4
4,17,12,60,99.5382,7,0.0038464377,38.4423,58.8106,4.458,6
4,27,24,1000,95.1204,4,0.0019844645,42.5612,90.8,8.4071,6
3,18,16,800,98.8422,1,0.0029973417,66.3818,76.6516,4.0995,5
3,27,20,700,69.4854,3,0.0023696682,54.9461,85.0714,5.119,7
6,23,8,700,181.152,7,0.0061277455,18.5933,34.2196,5.1118,5
6,21,8,600,210.0804,5,0.0041512364,18.8159,44.3597,6.8957,7
6,18,20,1400,240.8034,3,0.0036069114,29.6386,45.6287,6.0958,6
7,22,28,2700,179.7546,8,0.0052136933,24.1628,40.1626,5.3062,8
4,22,24,700,139.7418,3,0.0036070731,22.8543,53.9649,6.8221,8
2,24,8,600,104.181,7,0.0026819923,45.0045,73.3214,7.1161,8
3,24,12,500,88.8864,2,0.0033138482,52.6106,57.2547,4.6304,8
6,19,28,750,155.8986,8,0.0045437728,31.2959,45.8219,5.3282,8
3,16,28,400,77.8632,4,0.0034182798,56.5036,67.7706,3.5735,7
3,30,8,420,55.0902,8,0.0027766153,52.0698,90.8174,3.3275,11
5,17,4,1100,113.2008,5,0.0036017207,52.6893,54.862,4.938,10
4,19,14,1260,166.6032,5,0.0033254373,32.5688,63.4521,8.0046,6
3,36,16,400,46.9092,4,0.0027905077,38.1551,88.7805,2.9797,5
5,22,4,700,147.1464,10,0.0040496227,29.5452,53.1317,4.7122,6
2,26,10,300,108.3924,4,0.0032417113,36.997,63.8084,5.8922,8
3,17,4,50,101.7456,5,0.0024257307,53.2066,82.963,5.8519,5
3,25,20,200,70.1022,5,0.0032578875,55.7176,67.9766,3.5965,4
3,17,10,50,115.2984,6,0.0040093596,34.4605,57.4295,3.8656,6
4,21,16,500,99.282,4,0.0032123613,54.3309,79.1971,3.5556,10
2,20,10,600,98.7942,1,0.0028579707,47.0741,71.447,6.4055,6
4,25,8,500,113.7078,3,0.0053652497,36.1928,45.6827,3.4615,8
5,25,16,1000,87.3978,5,0.0042125365,47.6429,61.4578,3.0711,7
4,25,20,600,156.9996,4,0.0018647738,26.0984,71.0323,10.6935,3
1,22,6,400,72.4176,4,0.0024182404,45.5,81.7905,5.6762,3
4,27,12,600,138.0312,5,0.0046887417,36.7072,47.4576,4.8206,12
3,17,14,650,56.643,3,0.0034724683,68.3887,65.4592,3.0204,7
5,24,8,450,108.8196,8,0.0038035961,34.1583,53.9043,5.0718,6
3,16,24,100,59.7024,2,0.0032796727,53.0476,74.1153,3.4881,6
3,22,8,250,131.6652,5,0.0049710886,29.6855,43.7238,4.1632,8
5,28,10,2000,135.1194,3,0.0052384754,44.3282,38.72,4.3048,8
3,18,4,50,69.8706,8,0.0028262158,65.1858,77.9773,4.3414,7
4,18,8,350,127.9752,6,0.0040229649,29.4256,52.0307,5.4885,9
3,20,10,200,68.139,4,0.004071784,57.387,65.2099,2.7222,6
4,19,6,500,85.2966,4,0.0040262494,56.5,58.3203,3.0285,7
4,18,14,700,154.9362,6,0.0047101934,28.5196,46.6643,5.6021,8
4,31,24,1800,70.5852,5,0.0028290374,43.082,78.732,4.6307,10
3,20,42,1600,59.664,2,0.0022643408,37.757,82.963,5,3
4,16,24,800,76.9332,1,0.0035817104,49.0332,68.6619,3.5603,10
3,27,16,500,85.4652,5,0.0025815869,32.3898,76.2025,6.1983,9
6,20,24,2000,109.3782,5,0.0036750936,29.7436,49.6561,4.6815,4
2,22,28,200,87.4368,0,0.0024050492,44.5349,76.1156,6.3121,5
5,26,8,180,111.3534,3,0.003347821,36.6217,65.9649,5.9152,6
4,20,2,100,112.2516,7,0.003710745,37.8479,55.4231,5.0493,8
3,26,8,380,109.7904,4,0.0040139781,36.9912,56.9882,4.3853,7
5,20,12,800,172.7046,10,0.0033347142,25.8,47.0062,7.6398,4
4,24,16,800,172.9176,4,0.0044485971,26.4025,38.0564,6.7116,7
3,22,28,730,128.1648,7,0.004592071,30.7782,45.4,5.0375,4
4,28,8,650,65.3142,3,0.002117295,45.7273,85.8346,5.594,5
1,17,28,20,91.2876,7,0.0028779585,22,59.4126,4.9371,6
5,19,20,400,96.7458,1,0.0035734138,36.4022,66.0889,4.3944,5
6,27,12,600,116.9676,5,0.0040616083,32.446,55.3262,4.9857,7
5,17,20,1000,182.1216,8,0.004485551,35.8225,48.6726,5.6401,8
1,16,24,730,28.1118,5,0.0015070737,160.9535,168.9249,3.1792,3
4,21,12,1000,113.871,0,0.0044853061,31.102,46.4072,4.543,10
2,20,14,600,104.8392,4,0.0033176625,46.3423,63.7489,5.6323,7
5,17,6,400,162.6186,7,0.004355992,22.1146,46.3169,6.0805,6
4,25,24,500,101.349,4,0.0026350033,30.5289,69.3498,7.7407,7
1,20,30,130,80.1444,3,0.0020640849,28.8421,101.2,7.1524,7
5,22,10,2000,299.9994,4,0.0036645891,54.2767,51.5748,5.7756,7
2,26,8,450,99.5676,5,0.0030223655,47.688,82.7333,5.9417,9
5,16,4,1000,125.0142,3,0.0038592123,34.2353,50.2991,5.2141,7
