"","LeagueIndex","Age","HoursPerWeek","TotalHours","APM","UniqueHotkeys","NumberOfPACs","GapBetweenPACs","ActionLatency","ActionsInPAC","UniqueUnitsMade"
"1004",6,25,6,250,198.27,3,0.0062738465,22.0094,33.9185,5.0251,6
"1005",1,22,6,700,43.3638,4,0.0017398835,154.8,123.2941,4.5339,10
"1006",5,26,8,400,137.412,7,0.0026876466,42.7215,80.0182,5.5682,6
"1007",4,24,20,1150,184.2192,5,0.0040687781,28.6689,47.3727,6.253,8
"1008",6,26,12,730,152.0964,6,0.0032105362,25.348,59.3431,6.0876,5
"1009",6,21,12,400,134.421,4,0.0025798308,30.1034,68.721,8.0644,5
"1010",6,28,28,800,127.2792,5,0.003193719,24.6789,60.9792,6.9089,10
"1011",3,20,24,1500,89.106,4,0.0030400572,30.8444,63.4706,5.2206,4
"1012",3,20,10,400,86.0328,1,0.002570571,45.1589,88.7205,5.8012,4
"1013",5,18,6,150,153.8304,5,0.0053090508,19.7583,38.3534,4.8378,8
"1014",5,17,4,1100,113.2008,5,0.0036017207,52.6893,54.862,4.938,10
"1015",5,19,28,850,289.4268,5,0.0034271839,31.2613,56.3767,7.6368,6
"1016",5,33,8,300,106.8924,3,0.002257467,29.1948,67.9487,8.7179,5
"1017",3,19,24,666,99.1626,7,0.003324613,35.2308,67.4973,4.7432,3
"1018",2,26,6,300,96.2022,3,0.0021729799,61.2,77.4321,6.6173,5
"1019",6,21,10,800,152.8692,5,0.0035624347,38.0779,57.1034,5.4224,6
"1020",3,18,10,500,104.1048,1,0.0023783126,25.1774,72.1053,7.8083,6
"1021",5,22,8,500,102.7062,2,0.0036548404,47.7301,61.4634,3.2927,6
"1022",3,22,20,700,55.029,2,0.0033155202,72.8571,80.4226,2.543,8
"1023",6,22,8,1000,190.641,5,0.0045831033,24.6545,39.8313,6.2831,5
"1024",5,20,20,750,148.2606,1,0.0044158332,45.0514,52.9036,5.2651,6
"1025",2,18,12,400,94.185,7,0.0030294668,45.1111,68.895,5.4297,8
"1026",5,23,2,500,102.2502,2,0.0049558862,36.209,48.7821,3.1099,7
"1027",6,22,24,850,155.7354,5,0.0048680683,39.9855,43.9275,4.1775,4
"1028",3,19,8,400,101.613,4,0.00403125,33.93,65.1008,3.7558,6
"1029",5,16,10,800,98.7642,5,0.0030672606,40.7186,71.2619,4.8631,5
"1030",3,36,8,500,69.7284,3,0.0029483283,52.3586,85.2096,3.8832,6
"1031",6,16,20,500,157.9002,4,0.00297949,18.5,52.9302,7.1318,7
"1032",5,26,10,500,154.9242,8,0.0037955197,30.4702,54.5594,6.0699,7
"1033",6,22,16,800,150.12,5,0.0045267399,27.4608,48.7139,4.9633,6
"1034",5,21,6,500,170.4012,6,0.0042478566,24.0922,40.7706,5.1009,3
"1035",5,17,14,1000,122.3022,6,0.0039555796,56.3863,55.6025,4.9596,6
"1036",4,22,6,312,51.9126,3,0.0026261818,59.5407,92.1524,3.6524,5
"1037",4,17,14,730,137.7072,4,0.0047132209,30.8814,45.7421,5.1839,11
"1038",4,23,20,300,104.7984,3,0.0034393461,41.6401,53.7529,5.6353,6
"1039",3,28,2,250,86.9136,6,0.0026074429,58.7656,75.393,5.9183,7
"1040",4,18,2,400,73.7772,2,0.0027835769,57.009,60.1071,5.0089,3
"1041",3,24,10,400,75.9876,6,0.0039943353,44.8929,54.8818,3.2364,7
"1042",3,16,4,350,83.5818,4,0.0023617611,30.5926,74.2752,6.2385,3
"1043",5,17,28,400,133.305,5,0.0039480895,27.4051,57.2114,4.3817,8
"1044",3,16,24,400,54.084,4,0.0023849726,49.8489,96.1947,3.8894,7
"1045",4,21,24,1000,147.2652,3,0.0040314173,20.9351,50.6207,5.7716,4
"1046",1,22,16,400,38.3274,0,0.002578418,76.0667,88.6281,2.843,3
"1047",5,18,14,365,143.574,0,0.0034059633,24.1351,45.4141,7.3704,9
"1048",4,25,20,1000,104.4366,4,0.0028716739,76.4459,66.2626,5.5758,9
"1049",6,21,24,730,155.502,7,0.0029761905,28.3922,54.1073,7.4,5
"1050",1,32,4,200,51.0426,3,0.0016675057,34.9231,77.8113,5.566,4
"1051",6,22,10,600,108.5394,3,0.0040906295,27.8191,56.5213,4.8797,9
"1052",2,21,10,220,70.3086,5,0.0025613982,79.1386,70.0941,4.3853,9
"1053",5,18,56,1650,184.2078,3,0.003611764,20.8924,54.3175,7.4087,6
"1054",5,19,16,730,183.4848,5,0.0036271385,29.6047,38.0578,8.0289,3
"1055",6,20,16,625,189.1506,3,0.0037586509,21.1915,48.254,5.6561,4
"1056",5,23,4,100,102.0696,3,0.0035732323,32.9362,61.9364,5.2792,8
"1057",6,24,20,1500,139.395,6,0.0050987199,29.28,44.5213,3.625,8
"1058",2,21,14,250,82.374,7,0.0026431797,34.0136,75.1186,5.4136,7
"1059",3,17,10,100,63.9612,4,0.0027947598,60.3137,74.375,3.8984,8
"1060",6,23,28,1000,208.9488,2,0.0064267812,13.9582,29.2089,4.6825,6
"1061",5,20,10,500,140.001,6,0.0040088194,24.6015,51.59,4.445,8
"1062",5,29,28,1000,90.228,0,0.0026842467,50.6129,76.16,5.872,6
"1063",4,18,30,200,105.7266,8,0.0036957233,54.9778,62.8782,3.1808,7
"1064",6,20,42,1500,202.0128,7,0.0048842462,17.7739,36.9827,5.659,7
"1065",2,25,8,420,51.2376,0,0.0026434375,80.6734,78.4966,3.7416,7
"1066",5,25,24,540,130.8156,4,0.0044910752,34.209,45.4553,4.8979,7
"1067",4,19,10,640,80.8044,5,0.0028457287,47.1498,69.75,4.9423,4
"1068",5,24,8,800,75.6648,5,0.0033070345,42.81,67.0714,3.7714,6
"1069",6,27,6,1500,90.93,4,0.0033217458,34.4327,65.8605,4.6163,3
"1070",5,24,16,1000,121.848,4,0.0046938699,38.3633,47.5857,4.3327,9
"1071",5,25,6,250,135.474,8,0.0031071983,12.0838,54.7292,5.9271,5
"1072",3,18,42,30,95.6886,10,0.0016203079,33.1064,110.3333,8.0833,4
"1073",2,23,8,500,88.3518,4,0.0032560957,38.7704,71.3953,4.876,7
"1074",2,22,8,700,81.3036,6,0.0035571543,51.7744,66.397,3.5768,6
"1075",5,20,6,400,94.986,5,0.0037902012,26.214,60.7059,4.0956,6
"1076",3,30,6,150,67.0104,6,0.0025274852,65.2977,91.0418,4.2319,5
"1077",4,22,12,450,71.6274,2,0.0016763664,28.9231,110.566,7.566,3
"1078",4,25,16,500,124.623,6,0.0039820022,36.2606,63.1864,5.4266,7
"1079",5,20,28,1460,126.015,5,0.0035638509,33.6894,48.6202,6.0744,8
"1080",5,19,20,350,138.4548,4,0.00344165,28.4814,53.2792,6.9753,9
"1081",5,16,28,500,144.5394,9,0.0046794441,34.7106,45.1976,4.6826,11
"1082",6,22,28,500,124.5138,5,0.0039795883,25.4737,46.7746,5.4179,9
"1083",2,21,20,700,86.6694,4,0.0029360114,31.8375,61.3209,5.4517,7
"1084",5,18,42,470,108.0024,2,0.0037765852,16.6601,51.9211,4.9211,9
"1085",3,21,20,70,153.105,3,0.0054641392,26.4954,39.0389,4.6545,8
"1086",2,21,16,500,101.6526,2,0.0023884228,23.1259,72.2214,7.3247,8
"1087",6,20,20,1440,190.5402,4,0.0033266965,23.56,50.7232,7.0873,6
"1088",6,17,14,650,165.7386,5,0.0047788738,27.198,44.2173,4.442,6
"1089",3,39,12,450,53.769,6,0.002670342,52.6504,88.8387,3.8145,5
"1090",3,16,24,100,59.7024,2,0.0032796727,53.0476,74.1153,3.4881,6
"1091",5,25,10,600,106.2276,3,0.0033978715,30.3886,57.3019,5.5283,5
"1092",4,20,18,350,85.7778,0,0.0028316309,47.9753,72.9325,5.0307,7
"1093",1,20,10,50,38.3322,1,0.0019736842,60.3452,113.4141,3.4949,5
"1094",3,21,8,420,121.3626,6,0.0034020946,39.7793,59.7396,6.6093,7
"1095",6,23,10,400,75.6648,5,0.0029016747,39.7703,76.2857,4.4095,7
"1096",2,31,4,40,82.5078,10,0.0022450414,53.3799,86.3304,5.9348,9
"1097",4,19,16,416,113.8716,4,0.0036969076,34.3297,55.635,5.3686,7
"1098",5,21,10,200,160.0782,6,0.0044425903,27.3465,40.7974,6.0675,6
"1099",3,33,20,1000,89.4624,5,0.0032995247,37.871,80.6431,4.881,8
"1100",4,44,6,500,89.5266,8,0.0023416782,20.3125,74.2026,5.4468,7
"1101",3,20,20,300,74.2356,5,0.0033426184,53.445,74.0625,3.9583,5
"1102",6,19,6,600,209.0562,3,0.0032237495,24.1333,56.1758,6.8681,3
"1103",5,25,12,700,105.0456,8,0.0034815436,23.7295,61.2048,5.3663,6
"1104",5,26,10,500,83.9172,3,0.0046073338,51.2082,52.0494,2.8663,9
"1105",5,22,24,650,125.4558,0,0.0028296741,12.2439,45.8795,7.7711,3
"1106",2,26,6,40,64.0362,4,0.0018959913,34.5389,94.0714,6.4643,9
"1107",5,21,8,250,167.1306,5,0.0039893617,32.4675,57.4887,4.301,6
"1108",4,20,6,94,117.7086,5,0.0026719097,25.8286,68.8679,7.3113,6
"1109",5,25,28,1200,186.5184,3,0.0040214477,31.4647,54.3556,5.3778,6
"1110",2,17,14,243,52.3722,2,0.002736215,75.9236,77.2152,3.3797,4
"1111",2,29,4,100,86.5122,1,0.0033305433,39.6211,67.0995,4.623,3
"1112",3,36,16,400,46.9092,4,0.0027905077,38.1551,88.7805,2.9797,5
"1113",6,23,20,1000,152.8266,5,0.0033331729,22.7246,44.9964,7.1877,7
"1114",5,21,16,1000,105.6162,3,0.0030116538,13.8022,54.3478,6.1848,3
"1115",3,16,6,500,81.5658,4,0.0033771884,59.9754,63.7791,4.3298,9
"1116",6,18,2,600,154.848,5,0.0042965356,31.8608,47.6714,6.0363,10
"1117",6,19,24,1800,159.324,4,0.0041201855,21.6201,44.3454,6.4178,9
"1118",3,24,16,1260,85.9872,0,0.0036855811,39.8286,66.9744,4.188,8
"1119",1,21,10,500,73.1424,1,0.0021081048,70.7246,83.0216,6.4173,5
"1120",4,20,4,300,135.2568,6,0.0037664148,22.3952,62.0657,5.5522,7
"1121",3,21,6,300,114.288,3,0.0027447039,45.0943,69.3709,6.5822,5
"1122",3,25,16,40,47.358,4,0.0023340627,64.9134,90.25,3.1016,5
"1123",6,26,24,1300,215.742,5,0.0067278742,27.2365,31.5359,4.4392,9
"1124",4,16,24,800,76.9332,1,0.0035817104,49.0332,68.6619,3.5603,10
"1125",5,25,20,700,101.6796,5,0.0034531862,26.7979,54.5979,5.3144,4
"1126",6,22,10,650,162.1908,7,0.0039379839,28.9029,56.0872,5.5254,7
"1127",5,25,4,300,94.7148,4,0.0030744005,27.395,69.8333,5.575,4
"1128",6,17,6,60,167.1966,4,0.0035880262,25.1154,44.0381,6.6857,3
"1129",5,23,4,200,156.3168,8,0.0037371683,30.5143,57.5696,5.6076,8
"1130",4,23,8,600,102.0012,5,0.0040059624,43.4086,55.4574,3.9922,7
"1131",5,22,20,800,110.9436,5,0.0032442636,27.7991,65.4182,6.0955,6
"1132",6,21,6,500,133.7016,3,0.0038743045,21.4686,50.5253,5.4892,10
"1133",5,24,6,450,102.8244,4,0.0036758666,18.7416,58.4358,4.8771,5
"1134",3,18,12,320,102.1146,4,0.0033219196,40.417,70,5.4154,6
"1135",4,20,16,800,96.3216,6,0.0034267089,43.964,56.4267,5.0103,6
"1136",5,21,10,700,105.8532,3,0.0039669476,48.9861,51.3693,4.4094,10
"1137",7,21,14,550,175.0908,7,0.0031976977,26.6667,45.225,6.6375,3
"1138",1,21,12,200,62.004,5,0.0028996714,58.9289,85.7667,3.5583,7
"1139",6,24,28,400,114.2724,5,0.0035260612,34.7138,62.5897,5.3878,9
"1140",7,16,28,500,201.435,7,0.0042343628,32.7302,46.9022,6.8641,8
"1141",5,26,10,1200,121.2348,5,0.0058799839,31.1218,44.1164,3.375,6
"1142",4,19,16,200,128.0418,1,0.0036259836,26.9333,54.2447,6.2287,7
"1143",3,28,36,1440,71.853,5,0.0029329845,37.1119,73.8993,4.3129,5
"1144",6,23,12,900,95.9028,3,0.003575749,40.48,56.5373,4.1294,6
"1145",3,23,10,75,66.495,10,0.0032998842,38.1935,75.5439,3.7485,9
"1146",5,19,6,350,112.6008,2,0.0033508072,43.8571,64.5689,5.5911,5
"1147",3,17,28,727,97.5852,5,0.0036815033,38.5876,61.0141,4.8028,8
"1148",5,24,12,600,96.2958,5,0.0021721237,43.5745,59.1158,7.9158,5
"1149",3,23,8,600,71.5272,5,0.0032340311,32.1333,80.0996,4.0332,4
"1150",6,17,24,1320,147.9558,2,0.0039275208,28.24,47.4263,5.5458,4
"1151",6,21,42,2000,89.2776,5,0.0036059769,43.6517,65.2455,3.9401,7
"1152",4,22,12,300,90.183,4,0.003002391,35.6545,76.5611,5.1403,9
"1153",5,16,10,850,139.629,5,0.0046322667,25.2319,44.1013,4.4738,4
"1154",4,30,28,1000,119.3772,3,0.0040279563,34.1633,49.3311,4.9168,6
"1155",5,24,10,200,148.0326,10,0.0040037136,35.7869,52.8213,5.7126,8
"1156",6,24,14,750,109.6536,3,0.0058936005,20.5432,41.2567,3.4045,6
"1157",4,22,12,400,100.1172,6,0.0027273937,21.7143,68.3415,5.7642,5
"1158",6,20,20,500,130.3464,6,0.004400535,34.0934,46.2843,4.7868,6
"1159",3,22,10,600,71.2914,4,0.003296283,44.6301,69.8976,3.6997,7
"1160",4,18,10,333,75.3276,3,0.0023025247,38.9822,82.3529,6.1176,6
"1161",4,22,12,300,149.7372,5,0.0038154427,36.2274,50.6186,6.2912,6
"1162",4,26,16,750,125.1108,8,0.0034283555,32.4316,68.2205,5.2073,7
"1163",2,19,14,340,99.2562,4,0.0043816063,33.0233,64.268,3.7062,7
"1164",4,16,8,300,86.0814,3,0.0033372214,32.9051,63.5534,4.1432,10
"1165",4,16,16,184,113.9904,0,0.0032880154,34.2256,56.2846,6.0375,7
"1166",5,17,8,400,106.4778,7,0.0036334781,40.3228,72.5632,4.819,9
"1167",6,22,12,700,154.1286,4,0.0040657799,21.0385,42.6581,6.738,7
"1168",5,21,6,200,143.6058,1,0.0047230849,24.1835,43.653,4.4977,4
"1169",3,26,10,500,82.3464,0,0.0024865855,28.3444,87.3947,6.2303,6
"1170",6,16,24,400,166.2996,5,0.0047984951,28.8533,40.2791,5.2126,7
"1171",3,21,10,250,69.3678,0,0.0027900391,52.839,69.6716,4.3918,6
"1172",5,19,6,550,106.4316,0,0.0031981746,25.1294,64.7953,5.7251,3
"1173",4,20,12,500,111.9798,8,0.0038744288,49.9678,59.3077,4.8974,5
"1174",2,24,16,500,64.8324,0,0.0027785665,31.2234,61.4453,4.4197,7
"1175",6,20,14,700,157.3128,4,0.0049114022,36.6026,40.9499,4.8497,9
"1176",5,20,6,350,110.7558,5,0.0035333288,34.9565,58.0577,4.6683,6
"1177",5,24,6,700,132.4146,6,0.0042429656,37.0573,44.9298,5.0658,5
"1178",2,27,2,10,122.805,3,0.002451585,17.8481,68.8805,9.0755,5
"1179",5,25,10,730,125.532,5,0.0033444055,31.1263,52.0952,6.6633,7
"1180",5,23,8,700,68.6388,2,0.0027343291,84.6087,75.0968,4.6559,3
"1181",3,23,10,730,122.8854,2,0.003377693,25.5904,58.1862,6.7538,8
"1182",3,18,8,250,41.9094,0,0.0021423723,54.4677,91.3069,3.6881,6
"1183",3,23,6,400,103.0074,4,0.0030419156,36.4857,73.7224,5.7402,8
"1184",6,19,42,1440,158.241,5,0.0043453528,30.7614,40.7345,5.5164,8
"1185",5,26,10,600,161.2872,8,0.0062057138,34.1931,41.3527,3.3673,6
"1186",4,16,6,75,229.9122,6,0.0047626247,33.5319,37.0794,6.8201,5
"1187",4,22,8,300,113.6742,7,0.0035160131,34.5286,63.8587,4.212,8
"1188",2,18,6,100,64.5576,2,0.002451741,70.2603,86.8101,4.4842,8
"1189",3,24,8,450,69.1434,0,0.0021199569,66.5483,98.6923,6.3154,8
"1190",4,18,6,600,114.0096,5,0.0036071364,49.05,52.249,5.2407,6
"1191",5,23,10,500,119.5992,9,0.0039959294,37.2925,48.4958,4.7487,11
"1192",5,23,42,1260,131.0556,6,0.0028308264,47.0075,68.8955,5.8955,5
"1193",4,16,70,2500,105.456,3,0.0040956583,29.3665,57.6099,4.5015,5
"1194",6,16,28,730,389.8314,10,0.0054391745,24.4585,32.5371,6.4714,6
"1195",3,23,16,100,91.9332,5,0.0035219373,37.5344,68.0261,4.4281,9
"1196",7,25,42,2400,182.6208,8,0.0052543893,24.4969,38.626,5.4065,7
"1197",2,23,6,100,54.915,5,0.0025908373,36.0245,83.6829,4.0183,4
"1198",2,16,48,400,57.051,7,0.0025845789,67.8137,93.6842,4.2012,7
"1199",6,22,20,1200,120.1206,7,0.003928666,25.2881,49.3483,5.1966,5
"1200",4,26,20,600,66.0696,5,0.0026080477,23.5683,79.4857,4.3214,4
"1201",4,19,12,500,132.1308,3,0.003338302,37.8131,62.586,5.3116,8
"1202",4,29,12,800,66.6738,2,0.002292106,38.5126,72.16,5.46,9
"1203",5,16,4,275,76.2102,0,0.0034429095,34.0621,63.6037,3.6594,8
"1204",5,26,14,1260,114.3828,6,0.0042778523,58.5583,60.6811,3.2568,7
"1205",4,23,24,650,227.2272,3,0.0037736108,45.781,48.3716,5.6612,9
"1206",2,16,6,450,97.482,2,0.0035117967,34.5803,69.5297,3.9225,6
"1207",1,23,8,60,51.5208,5,0.0022024916,52.7874,101.3438,4.1016,5
"1208",4,17,4,600,109.8078,4,0.0031162043,35.0703,62.6667,5.8871,6
"1209",4,21,8,100,116.3022,0,0.0045357252,57.5593,46.4719,3.7079,5
"1210",3,18,24,200,52.3524,5,0.0029473439,43.5238,83.3202,3.1146,6
"1211",6,22,6,400,137.163,7,0.0062709177,42.3629,40.2865,3.2851,12
"1212",6,20,6,600,106.7598,5,0.003032687,37.8655,67.5649,5.1883,9
"1213",5,17,10,350,165.4494,3,0.0037170773,28.0957,43.1429,7.4333,7
"1214",5,19,28,850,155.0352,0,0.003477168,33.4788,59.3012,6.0783,4
"1215",3,25,4,330,66.7788,6,0.0024528227,52.1457,78.9194,4.8427,7
"1216",4,19,10,865,101.658,1,0.0025688559,51.5417,72.6598,6.5464,5
"1217",3,19,16,300,80.3436,4,0.0029022495,62.2969,83.144,4.677,5
"1218",3,19,14,500,76.632,3,0.0032312197,28.2438,72.8398,3.5331,5
"1219",6,26,12,500,164.8596,10,0.0046394742,27.3043,44.7014,5.0104,10
"1220",5,23,30,3257,187.4922,6,0.0048936543,25.3752,37.5104,5.9119,6
"1221",5,21,8,600,89.109,7,0.0022785325,58.7436,71.5669,7.1019,7
"1222",5,23,28,450,175.7532,3,0.0045013106,19.799,45.8425,5.5632,8
"1223",5,28,20,730,111.5724,4,0.0041157518,45.1388,50.3866,4.7255,10
"1224",4,16,20,800,74.8812,1,0.0032524835,60.4825,76.4186,4.0891,7
"1225",5,20,28,450,99.5286,3,0.0023420973,37.7049,62.1935,7.371,3
"1226",3,19,28,480,120.9294,6,0.0035576381,34.0673,63.5732,5.6311,6
"1227",6,17,24,1500,203.841,5,0.004804473,29.3287,36.8362,6.1707,8
"1228",2,41,4,200,54.2166,1,0.0017572984,37.9316,117.0894,5.3234,10
"1229",5,19,8,900,117.2712,5,0.0030556483,44.2466,67.686,6.256,7
"1230",5,21,28,1460,153.8316,4,0.0031012813,26.4371,54.6579,7.5,3
"1231",3,26,40,400,69.174,0,0.0018213708,53.8868,111.8519,5.7222,4
"1232",2,16,24,110,156.738,2,0.0035059676,33.7317,55.8784,6.383,6
"1233",4,17,20,250,51.6072,4,0.0025936084,69.6037,90.2069,3.5103,5
"1234",3,24,4,400,64.104,0,0.0017685778,34.5965,89.3565,6.1304,6
"1235",4,21,42,1600,54.8208,5,0.0026318241,50.4643,69.6637,3.2743,6
"1236",4,22,24,700,139.7418,3,0.0036070731,22.8543,53.9649,6.8221,8
"1237",1,16,8,72,70.41,6,0.0027045633,103.7568,88.2303,4.5364,9
"1238",6,19,20,1350,127.458,7,0.0047136872,29.527,44.4444,4.4478,7
"1239",6,21,8,250,149.5446,5,0.0023292589,30.7778,47.6697,9.1376,5
"1240",5,21,24,600,144.072,5,0.0044074945,35.9214,44.1647,5.6059,8
"1241",6,18,28,2000,129.1464,4,0.0051460631,25.0245,43.0827,4.1917,9
"1242",3,28,12,500,48.0486,3,0.0015744797,65.4706,114.4348,5.4203,4
"1243",5,29,4,500,90.7992,2,0.0031616046,53.7942,61.9344,4.0164,7
"1244",3,22,10,200,87.2484,0,0.0034238949,27.2787,49.9512,4.7967,3
"1245",7,21,24,1000,286.4538,6,0.0062061122,20.4232,30.9801,5.7171,6
"1246",6,22,24,1650,113.8248,3,0.0042833942,40.4762,53.1943,4.3507,5
"1247",6,24,12,800,112.806,4,0.0033351734,39.654,58.6897,5.8552,5
"1248",5,23,16,300,130.5282,3,0.0046326872,19.2353,43.9916,4.7966,7
"1249",4,18,30,550,153.924,2,0.0022337513,15.6721,51.5484,12.0968,5
"1250",3,23,28,800,123.489,1,0.0029009256,47.8621,75.771,7.2099,6
"1251",4,25,6,500,118.9668,0,0.0026502245,32.759,68.3061,6.7857,7
"1252",3,32,6,450,57.4056,3,0.0037677305,56.1287,73.2513,2.7112,5
"1253",4,17,36,1260,82.5732,6,0.0021180251,39.9298,77.2414,6.4483,4
"1254",1,26,2,100,48.4494,3,0.0027747081,52.9913,84.6061,3.1991,7
"1255",6,19,30,1500,196.3764,5,0.0051696576,22.77,38.6135,5.7182,7
"1256",6,18,36,2000,106.887,1,0.0034319584,28.3113,54.08,5.1459,10
"1257",6,19,10,500,187.1862,6,0.0048189772,26.4177,38.3026,6.059,9
"1258",5,20,24,1300,114.2334,1,0.0030712531,30.1414,69.08,6.37,4
"1259",3,20,10,600,143.121,0,0.0020177165,37.5738,97.1707,10.1138,5
"1260",1,20,20,300,60.0696,0,0.0027696488,51.8104,76.1698,3.9717,7
"1261",4,16,28,500,102.8232,6,0.0029288013,32.3121,62.507,5.338,6
"1262",4,22,12,200,91.6206,6,0.003285634,24.9769,65.9342,4.9046,9
"1263",5,23,14,600,153.1494,5,0.0041852905,38.3358,44.3592,5.6869,8
"1264",5,21,6,110,126.0846,3,0.0043403277,39.0033,47.351,4.6887,6
"1265",5,25,20,1200,86.118,4,0.0027127244,61.2563,75.0647,5.5468,7
"1266",6,20,28,800,104.4786,3,0.003453469,28.3939,57.0827,4.985,3
"1267",3,17,28,200,91.6326,2,0.0032501221,41.6,66.9953,4.3216,6
"1268",5,16,56,400,117.714,4,0.0029995489,38.1818,70.4962,6.609,5
"1269",2,24,4,500,69.702,3,0.0033543578,59.1086,66.4957,3.7179,6
"1270",5,17,4,1260,204.3654,7,0.0036911004,18.5152,47.335,9.3778,9
"1271",5,21,12,600,217.9494,3,0.0051218059,16.4526,34.1673,5.4145,5
"1272",1,20,24,1870,67.9392,7,0.002705654,25.8739,79.4619,4.6323,6
"1273",1,20,4,25,85.2954,0,0.0016864175,49.589,83.6216,8.8514,4
"1274",3,26,4,200,114.315,2,0.0029759319,32.0733,63.781,6.9854,6
"1275",4,23,24,1260,100.0632,2,0.0034002929,46.4742,61.7641,4.4615,6
"1276",4,22,4,153,95.2848,2,0.0027101061,12.0435,55.3978,5.9462,5
"1277",4,21,42,800,86.3022,2,0.0026444548,22.8673,72.4053,6.0176,7
"1278",1,23,2,300,77.241,2,0.0034500754,32.5401,63.2941,4.1176,4
"1279",1,20,14,200,96.7374,1,0.0020157568,57.3231,85.5267,8.2977,5
"1280",5,24,24,500,102.5556,1,0.003411306,48.2971,62.6772,5.4259,8
"1281",4,19,2,10,55.9674,1,0.003,64.8271,83.0562,3.3296,7
"1282",6,22,10,600,151.8984,4,0.0036181705,44.9808,58.4306,6.6077,5
"1283",6,22,6,400,150.9456,5,0.0035535741,23.7158,55.5486,7.0052,5
"1284",4,21,24,700,75.276,5,0.0034144259,36.9706,63.2891,4.0527,9
"1285",6,18,6,1000,178.2318,10,0.0054416351,21.4434,37.4146,4.8689,7
"1286",6,21,6,450,116.769,10,0.004353344,31.4771,53.6136,4.7695,11
"1287",5,18,8,500,161.3598,2,0.0040554292,31.8074,56.2066,5.5498,7
"1288",5,21,28,800,138.0186,6,0.0027932961,25.3793,53.5909,7.3864,4
"1289",6,20,28,900,193.8072,5,0.0059783832,27.6604,38.4105,3.6196,9
"1290",3,31,10,400,92.7906,2,0.0020250849,61.5935,86.7742,8.3548,5
"1291",3,17,12,640,116.6142,5,0.0036687631,50.0981,65.2932,5.0451,7
"1292",2,18,14,300,108.2226,4,0.0023937453,50.029,81.6691,5.0216,3
"1293",6,20,24,1000,116.5674,5,0.0038951362,24.7018,37.4957,4.9652,5
"1294",6,19,28,750,155.8986,8,0.0045437728,31.2959,45.8219,5.3282,8
"1295",3,22,14,80,52.8882,6,0.0015582758,35.3659,103.5181,5.0241,5
"1296",2,20,6,100,61.7502,6,0.001910874,72.4952,85.5472,5.3585,5
"1297",1,20,24,75,65.7948,1,0.0027641003,52,82.7206,4.4696,5
"1298",6,21,42,2190,202.4922,5,0.005053335,33.3251,42.6119,4.0616,7
"1299",4,21,20,800,108.9282,4,0.0034781761,50.3258,65.9496,5.1457,8
"1300",2,27,6,50,60.8982,6,0.0031407563,51.5168,74.4883,2.9331,4
"1301",4,35,16,800,107.0412,4,0.003290382,49.993,73.2867,5.7867,7
"1302",6,17,20,1000,137.685,5,0.0034769486,27.9145,52.6809,6.6766,7
"1303",3,23,12,1000,69.4308,2,0.0017079419,52.5091,92.3571,6.875,5
"1304",5,18,6,200,144.675,9,0.005811272,28.196,42.4286,3.9802,4
"1305",4,17,30,450,72.2124,2,0.0025280675,55.9683,77.3543,4.7874,4
"1306",4,21,10,150,126.1386,5,0.0034290018,24.4522,57.2601,6.5058,7
"1307",4,26,6,600,89.8956,4,0.0040423594,41.1887,51.2676,3.4789,6
"1308",4,26,6,400,93.5232,7,0.0041002595,47.0142,65.3672,3.5537,7
"1309",6,23,10,800,166.4136,4,0.0046009529,22.5974,38.589,5.657,7
"1310",3,24,16,100,60.7014,4,0.0027575598,74.6575,87.5918,3.9048,5
"1311",6,25,28,2500,184.2786,6,0.0033510775,25.2885,50.1053,7.3589,6
"1312",3,22,4,70,65.7534,6,0.0020810364,61.5467,98.8079,5.894,5
"1313",3,28,4,200,71.0988,5,0.0022853069,37.1797,83.2294,5.2202,6
"1314",5,24,8,800,180.282,6,0.0026112388,30.8755,60.24,10.36,8
"1315",4,16,28,450,175.1322,5,0.0036951732,23.9348,43.7724,6.7209,9
"1316",2,17,16,250,50.0004,2,0.0019804781,99.7818,115,4.5893,2
"1317",5,19,16,400,108.5118,2,0.0029075092,36.2857,64.3465,6.315,4
"1318",6,19,56,2000,186.2586,6,0.0043343573,28.3253,44.5285,7.1532,7
"1319",4,23,4,300,106.2996,4,0.0033812642,47.3191,61.4316,4.8421,4
"1320",6,21,28,1200,176.8704,8,0.0046678551,24.4332,37.9497,6.2663,9
"1321",4,23,24,900,93.3078,4,0.0036015315,45.9387,63.5335,3.7973,7
"1322",5,20,8,700,81.2796,6,0.0037636034,32.0161,62.7309,3.7691,9
"1323",6,21,16,1200,132.243,2,0.0039887265,35.8919,51.988,5.7036,6
"1324",6,19,16,2200,92.5428,8,0.0032489226,32.3093,67.3111,4.8972,11
"1325",2,21,10,730,66.3108,1,0.0026166594,57.5385,79.5833,3.9097,5
"1326",4,17,24,500,116.7252,1,0.0038348721,42.6164,53.0533,5.489,7
"1327",5,19,6,150,74.5506,2,0.003125,39.0891,79.3333,3.3725,5
"1328",5,19,20,600,142.251,7,0.0053198227,27.1093,39.2937,4.4266,8
"1329",6,26,42,750,180.36,7,0.0048013918,21.3113,48.3671,4.4118,6
"1330",2,19,28,730,73.6314,4,0.0026142036,72.5697,82.719,5.4592,6
